headline_id,text,label,mixed,hard,notes
6a2814674a170b68ef5227de843992e33cfd1df9,McClatchy Company (The) Reports Q3 EPS of $0.08; Revenue of $293.60M,neutral,0,0,
848b0ffbde007ac5880ba069f719106fe65687ed,Athersys Receives FDA Fast Track Designation For Its MultiStem Program For Acute Respiratory Distress Syndrome,positive,0,0,R15a: Fast Track designation is a granted regulatory benefit; not final product approval.
53a3eaddc1fc139341efdbfa516560769a242940,Parker Acquires Gulf Coast Seal - Analyst Blog,neutral,0,0,R15b: Parker is the acquirer.
bf67cb87ce59c80e855efc2988e4354866b72ba0,"Williams-Sonoma Reports Q4 Adj. EPS $1.55 vs $1.58 Est., Sales $1.586B vs $1.62B Est.",negative,0,0,
6b18a66d5cea7695c1ba3a7091e815ca9af5b7a3,HARMAN to Acquire Software Services Company Symphony Teleca For $780M,neutral,0,0,R15b: HARMAN is the acquirer.
199a422e82500fde413c5a5e95b704475095e53d,"Janney Capital Initiates Coverage on priceline.com Incorporated at Neutral, Announces $925.00 PT",neutral,0,0,
70d1d0d82375ca9e7e9b5d70f4cc47d717e48d2e,"UBS Maintains Neutral on Waters, Lowers Price Target to $200",negative,0,0,
bf5e8f6871046ba8751e648514a63e7560aca460,"Medidata Solutions Q4 Adj. EPS $0.45 Beats $0.37 Estimate, Sales $167.2M Miss $167.92M Estimate",neutral,1,0,EPS beats; sales miss.
5a5dadf6e7ed7636f29c96dcd493eb34b0d91f6c,Maxim Group Initiates Coverage On AerCap Holdings at Buy,positive,0,0,
a23a881f4df23e483b4bd8072f962b9f794e3f6e,Harley-Davidson: No Easy Ride,negative,0,0,
a2f048c806191d553479c7038e23b776e756603d,Partner Communications Says Cannot Currently Estimate Damages Which Might Result from Orange CEO Remarks,negative,0,0,
63db571229ed2b41f090d797b0512ca99c2ea728,"Option Alert: Melco Crown Entertainment March 23 Call; 18,514 Contracts Traded vs 2,079 Open Interest; Currently $20.96",neutral,0,0,
ec13bc7993bf4c268485e0ec59d8387be1f66e57,"Valspar Reports Q3 EPS $1.33 vs. Est. $1.26, Rev. $1.15B vs. Est. $1.17B",neutral,1,0,EPS beats; revenue misses.
ffa482261960b8d46f0e734d659bc6ef25275d80,Analysts Skeptical On Rackspace Go-Private Chatter,neutral,0,0,R7: Skepticism about takeover speculation; no deal outcome.
8e64a6294fd58bedfe42c0c0e61ba371c1da61f7,Deutsche Bank Downgrades Smith & Nephew to Hold,negative,0,0,
ebb99fe3169c3ac208560ba0494dbf9056aad4f9,"Horizon Pharma Q2 EPS $0.41 vs $0.10 Est., Sales $289.5M vs $237.0M Est.",positive,0,0,
81130e6ed3cd0745724efc7e9de450f5f759df28,Emdeon Awarded Subcontract Renewal,positive,0,0,
488027f3d11cc5307e04b55db437793b24de2f88,UPDATE: Caterpillar Says Will Maintain Dividend in Recession,neutral,0,0,Dividend maintained; no increase or cut.
940f47fd86673b9d87559d870f280d4079569af9,UPDATE: Level in Weight Watchers Which Previously Appeared to Show Resistance: $14.75; Shares Up ~1.7% Since Breaking Above That Level,neutral,0,0,
a313b0a4ee4f7c1653b0e03a000e20f3d3d8e3c2,"Keep an Eye on These 12 Stocks for July 19, 2016",neutral,0,0,
fbe9824e50caa45a872a104317d263ed3b774080,"UBS Maintains Neutral on AutoNation, Inc., Raises PT to $48.00",positive,0,0,
46b91b282c1a42eaf93cc391b24b8f48a2cd604f,"UPDATE: comScore Says Cyber Monday Desktop Spending Hit $2.28B, Up 12%, Mobile Commerce Made Up 27% of Total Digital Commerce",positive,0,0,
8cab18ac03372a1ef2669fd993c125a751214ce5,Textura Shares Spike Lower Following Citron Post 'Citron exposes the devastating undisclosed truth of CEO Patrick Allin's bio — and Warns All Investors',negative,0,0,Adverse allegations about CEO credentials are news beyond the price move.
fd308f06b7cf99e760031484a211ea2bbf54ee71,Bank of America Downgrades Spirit Airlines to Hold,negative,0,0,
40a61d3bc9d6d019083d32d97d7d718a1f5cddb9,Gaps Spikes Higher; Hearing Positive Comments out of RBC,positive,0,0,
43eb5fe3dd350c2530693ed471a8525f1faaead8,"Standpoint Research Downgrades NetEase, Inc. - American Depositary Shares, each representing 25 ordinary shares to Reduce, Raises Price Target to $360.00",neutral,1,0,Rating downgraded while price target raised.
81f5e6451a19fcd98fcb521edf9f891e34fb2bab,European Commission Gives Okay on Gilead's Tybost for HIV Therapy,positive,0,0,
dfb440fe39e84acb8ede9ee9ed98d5e0d80d5ebb,"Option Alert: Noble January 2015 40/45 Call Spread; 5,400 Spread Contracts Traded; Currently $38.70",neutral,0,0,
ef2a2f4f85715ebad03bd0f336e6be8135159617,UPDATE: Trafigura Announces Sale of Majority Stake in Corpus Christi Terminal to Buckeye Partners for $860M,neutral,0,1,Parent sells a subsidiary stake; gain or net benefit to the seller is not stated.
549b05c0f1d4a9e95f4c66ea99142937199ac406,Piper Jaffray Raises PT On Rovi Corporation To $75,positive,0,0,
f3245756cc3a3e216090466ea387c0549dd58689,"UGI Corporation Elects James B. Stallings, Jr. to Its Board of Directors",neutral,0,0,
e992809cd48a4f47c6979b6d5c0e2e19b4822f85,Needham Assumes ChannelAdvisor at Buy,positive,0,0,
9a11d5998b9ff563731482a6a84ba81a12a5e4b5,Tandem Diabetes Shares Up 19.196% After Tuesday Reporting Prelim Q4 and FY18 Sales Above Street Estimates,positive,0,0,"Sales above estimates are the signal, not the share-price rise."
ec41b203c6759fb05dfa6c21a028f70041891c8f,"Ruby Tuesday, Inc. Reports Q1 EPS of $(0.36) vs $(0.05) Est; Revenue of $289.70M vs $298.59M Est",negative,0,0,
7bcc8faf248a45631e5726ccf1eeb8df8d1210db,"Goldman Sachs Downgrades The Buckle To Sell, $35 PT",negative,0,0,
ec8139e6284949c901401a1b56536378280252c8,Spokesperson from Yelp Tells Benzinga Co. Does Not 'Comment on Speculation or Rumor',neutral,0,0,
486641dca702048795ce85473a2c8ac25b75e1d6,eBay Sells StubHub To viagogo For $4.05B,neutral,0,1,Parent sells a subsidiary; no gain or net value effect stated for eBay.
29aeadb291a26dbb9344e3407c093fd28cd79c6e,"DA Davidson Analyst Sonny Randhawa Says Emerge Energy Would Strategically Want To Hold Onto Fuels Business, As It Is Only Cash Flow Positive Business For Emerge; Done To Avoid Default On Loan Covenant",negative,0,0,
8b50e0154fac50768b82501cb0591d6bfbdf8ccb,Amazon to Miss Q4 Revenues Amid a 15% Rise in U.S. Holiday Sales?,neutral,0,0,
feb9c7198313d5295b2a860239f0664d8c3b1e58,SkyWest Entered Aircraft Purchase Agreements And Capacity Purchase Agreements To Acquire And Fly 15 Additional New Aircraft With Delta Air Lines And 5 Additional New Aircraft With Alaska Airlines; Co. Expects To Invest $161M In Cash To Acquire Aircraft,positive,0,0,Aircraft additions are accompanied by capacity-purchase agreements securing flying business.
dc6d3f4a31a7a4ca5c580e8be93be3b55be72240,Option Alert: CVLT Aug16 42.5 Puts: 1100 @ ASK $1.55: 1100 traded vs 0 OI: Earnings 7/26 Before Open $45.11 Ref,neutral,0,0,
a0064b323e86f51e329ff903dfbe709e01bba0f1,Noble Energy Up Less Than 2% After Being Allowed To Return To Gulf Of Mexico (NBL),positive,0,0,Operating permission restored; price move ignored.
5584566cd254e15c0ebe4d5b74e2cd2b2e8e8d30,"Rexford Industrial Acquires Industrial Park For $24.1M, Sells Another Property For $10.9M",neutral,0,1,Property purchase and sale lack a stated net value effect.
1f5fce7c560d8643d242633d7eb82232cf86880d,Raytheon Awarded $106 Million for Aegis Radar Work,positive,0,0,
01ac2dafd3f60007527fd572d0eaed28a80a907d,Theravance Announces Plan to Separate Late-Stage Partnered Respiratory Assets From Biopharmaceutical Operations,neutral,0,1,Proposed separation lacks a stated shareholder benefit or cost.
dec5692a6721d673b9eb2cf1d9c3975971908d25,"Pluristem Therapeutics' CEO Letter to Shareholders: ""Current Data Suggest that Approx 20% of CLI patients will Die Within the first 6-12 Months""",neutral,0,1,Patient mortality statistic does not establish the effect of Pluristem's treatment or its equity value.
167b93a8b36b9f17c5a0f00b7801c13d7274929d,Alaska Airlines Orders 50 Boeing Aircraft,neutral,0,1,Aircraft purchase is an expense and capacity addition for Alaska; net benefit not stated.
a006ff42a1046ac97594136aaea43bc726949d84,Moody's Sets Ba3 Rating on Men's Wearhouse CFR; Outlook Stable,neutral,0,0,Initial credit rating with stable outlook; no upgrade/downgrade comparison.
8db275db43dbbac96e61f043461476942e3fced1,"Going To University Makes No Economic Sense, New UK Study Says",neutral,0,1,Economic claim about education does not establish an equity-market direction.
fad06692b8ab3ca1acdaa8158bb10fc1a68c3310,"BTIG Research Initiates Coverage on Pepsico, Inc. at Buy, Announces $108.00 PT",positive,0,0,
baff8820b875e2240ab98ec273f0886d5292057c,Whitestone REIT Completes Sale Of 3 Non-Core Legacy Properties In Houston For $10.3M,neutral,0,1,Property sale proceeds stated without a gain or net benefit.
f3762311b2b43aa8f256bf8ac5e1064755849443,Pacific Crest Upgrades A10 Networks To Overweight,positive,0,0,
df0623b4d33941a32923faabe69ea2b34663eac7,Teekay LNG Partners Declares Distribution,neutral,0,0,Distribution declared without an increase or cut.
faed8d32e133d1d7ec2908d32571e785ec9f7f70,"Lansing Management LP Buys Carvana Co, Roper Technologies Inc, Interactive Brokers Group Inc",neutral,0,0,
6858af82150acc322b4b0ea8d30483f07369a6c6,"Opus Bank Names Brian Fitzmaurice, Ed Padilla Vice Chairs",neutral,0,0,
473ccae12b47b8f005973f5b1f8f8d1e6cdee1fd,"Chipotle Mexican Grill Shares Fall 9% Premarket; Company Reported Friday that Recent e Coli Incident had Adverse Impact on Financial, Operating Results During Q4",negative,0,0,
84c45d477ed117e559afc3d13eee76cfeb4f27a6,Pharmerica Corporation Sees FY2013 EPS $1.39-1.55 vs $1.32 Est,positive,0,0,
ea25ed0ab2db2c515c0854927819d804ec4bf306,KBR Receives Several Australian Infrastructure Contracts,positive,0,0,
315c4da69dbd0d2367863f37b88c532dccb149c9,CNBC's Meg Tirrell Tweets: 'Breaking: Shkreli to be arraigned 2pm today in Brooklyn',negative,0,0,R12: Arraignment is adverse for the party facing proceedings.
8bf659dbe0a70514cc0ba07bbd351dbc1dfd41f1,"Benzinga Pro Morning Price Check For Sector ETFs: Retail ETF (XRT) Down 0.3%, Staples (VDC) Down 0.2%, Industrials (VIS) Up 0.2%, Financials (XLF) Up 0.4%, Tech (XLK) Down 0.7%, Energy (XLE) Down 0.9%, Utilities (VPU) Down 0.1%",neutral,0,0,
ff1a0f27d7eb2cbb3d55d04d4bc2c66517fecaaf,Arrowhead Pharmaceuticals shares are trading higher on seemingly no company specific news.,neutral,0,0,
1a4c597c3ca1361bd459e4178a7db1c49115ae5c,Natural Gas Services Reports Q4 EPS $0.26 vs $0.16 Est; Revenue $25.8M vs $20.22M Est,positive,0,0,
4ee0b2cc9794af4f3e41cf2ee998d01b2e0ad910,The Monopoly Debate Rages on Between Cellular Giants,neutral,0,1,Competition debate lacks a concrete action or outcome.
a29ff0d5f5755833f64352644c0bc27bb496e0f2,Wunderlich Reiterates Buy Rating On Approach Resources,positive,0,0,
6b3f3400ab0ef69fbf32049632b9a30e003714b8,Todd Gordon's Ulta Beauty Options Trade,neutral,0,0,Options-trade topic without the trade's direction or company news.
d51f53db3b7bd95d7fdd893406f9f8252b3112f4,Kratos Receives $3.0 Million in Contract Awards for Educational Facility Security System Deployments,positive,0,0,
a2f30435df458f3feef0d0a74e3019a947106611,"Greece Decision Delayed, Euro Suffers",neutral,0,1,Unspecified Greece decision delayed; equity impact cannot be inferred from the euro move.
b570749731ed7485b52919e5990c5573eb639bc2,Delek US and Delek Logistics Reports CFO Assi Ginzburg To Resign,neutral,0,1,R13: Bare executive resignation without a stated cause.
d62bc3ddd434908562b28c86659fcb2fc4afd288,Markel Reports FY17 EPS $25.81 vs $31.27 In FY16,negative,0,0,
5b0a035bd170cd2d39b8468180a8d2cf55138eb6,"RBC Capital Upgrades CenterPoint Energy, Inc (Holding Co) to Outperform",positive,0,0,
ead347ad4af5fb6ab4cfb548325786bb019c99b6,"Stocks Which Set New 52-Week Low Yesterday, Thurs., Nov. 8, 2018",neutral,0,0,
de7512c7c3c2b2569327d1f9d4d0dd15d244f4b9,"Vulcan Materials Company Q3 EPS $1.34 Misses $1.45 Estimate, Sales $1.24B Beat $1.23B Estimate",neutral,1,0,EPS misses; sales beat.
1d5ccf1e52fd78e8c36b17761043d55eec3e2cc3,Amazon Fresh Grocery Delivery Service Now Free For Prime Members,neutral,0,1,Free delivery may improve demand but adds costs; net equity effect is not stated.
7c4dd8cba9f2803e550012379c9b07b1236c1c32,Pay Attention to These Small-Cap ETFs,neutral,0,0,
17ca926e33f13c9f744b5220e516a98faab41cf5,"What's The Volcker Rule, And Why Are Banks Celebrating The Fed's Proposed Changes?",neutral,0,0,
7c5ab07bf2e84998a97369e7806d14f2f44e8f3a,"Goldman Sachs Initiates Coverage On Alaska Air Group with Buy Rating, Announces $81 Price Target",positive,0,0,
3ed4da98863ecc41004aae36b412bafc8042e2ef,"FBR Capital Maintains Buy on Marvell Technology Group Ltd., Raises PT to $14.00",positive,0,0,
5ac09006a14d04a1cbce1d55b918faca89db7186,Korn Ferry CEO Burnison: 'First and Foremost We Want to Invest in the Business',neutral,0,0,R16: Investment intention without a concrete outcome.
aef542e80a33cc12a440ab0a91c5ae96356b6554,"Alliqua Q2 EPS -$0.39 vs -$0.41 Est, Revenue $1.037M vs 980K Est",positive,0,0,
5eaeaf00389e1e526bbc1427eddbeb5fae6a5f49,Calls Purchased on Valley National Bancorp (VLY),neutral,0,0,
219f767c5fbe2dd7f54ccfd544d00386dce05173,"Central European Media Enterprises Expecting FY13 Sales $750-770M, OIBDA $100-120M",neutral,0,0,
bd059656afcb96e02eb5ec52d1006fb8b1635391,"Cowen Call Zendesk Their Top SMID Pick, Says They Believe New Momentum Is Likely To Drive More Upside To Results And A 'Better Narrative' On The Stock",positive,0,0,
bf3b2c9f308cbb77dbdd662b79abead1097e6248,"Verizon CFO Shammon at Deutsche Bank Show: Not Thinking About Vodafone Deal, Credit Rating, Co. Always Been Interested in Owning All of Wireless",neutral,0,0,R7: No current deal asserted; interest is speculative.
54b3703a59611ddde6e338e34d847519f43260ea,Craig A. Drill Reports 6.46% Passive Stake in Neothetics in 13G,neutral,0,0,
31f29a48ac441da38db03763a5f4befea4a8486d,Pfizer Says Plans to Decide by End of Year on Potential Company Split,neutral,0,0,"R7: Potential split, with decision deferred."
599bffbb38d21546f871bc81d424d18cfe4f1e21,'Tumultuous Times In Tobacco' Prompt Altria Downgrade,negative,0,0,
4c3dc0b8161f3cacfc69428bfee90e0840962420,'Mad Money Lightning Round': Get into Freeport-McMoRan,positive,0,0,
f1dec8e7cc6b26ec3b8bf0a8748655d5e16c4a75,How To Replace Stodgy Mutual Funds With ETFs,neutral,0,0,
0428001e84113fb6eeb0c8c19a8871756d01d303,"GW Pharmaceuticals Reports EPIDIOLEX Oral Solution, A Cannabinoid Medicine, Is Now Available By Prescription In US",positive,0,0,
22835c305d7ce96d2fdb1ea123e24c2acd1f7ce4,SIRIUS XM Rocks in the New Year With Live Concerts Across Multiple Music Channels,neutral,0,0,R16: Promotional programming announcement without a financial outcome.
00716dcc990f68723727c1224db8ac2634b14fe8,Chesapeake Energy Reaches $6.00 For First Time In A Month,neutral,0,0,
3eb30c73f7aec8f7763037603f682e74bdfdd0b3,"Citigroup Maintains Coopers at Neutral, Raises PT from $85 to $92",positive,0,0,
c3f171e47b7835eb06fc398b5f7299e612465941,Alan Knuckman's Bullish JC Penney Trade,positive,0,0,
2ee0876e6cf37e8c1f4ee4bccbd114fd47d99db1,Airbus Announces 400 New Jobs; Will Build The A220 In Mobile,positive,0,0,New production site and jobs establish operating expansion.
4e3717434d44f6fc38a5b91032ff78fad17b3abe,"Flat Subscription Rate, Custom Algorithms And Mobile Plans: Meet iFlip",neutral,0,0,
74f3159de59aca1c0ad045e39086b8a7e3713507,Janney Capital Initiates Coverage On Park National with Neutral Rating,neutral,0,0,
7fa78d1283e8fb95de654b2c9b144b126c697b9b,Opus Bank Reports Q1 EPS $0.51 vs. Est. $0.58,negative,0,0,
ef41bf8349bcb0a8138053377dc93d19be9cdc8c,GoPro Q1'16 Earnings Conference Call: Full Transcript,neutral,0,0,
2541ed378d864a8c4472466a36c45449e940e22b,Acacia Subsidiary Acquires Memory Circuit and Packaging Patents from a Major Technology Company,neutral,0,0,R15b: Acacia subsidiary is acquiring patents.
550208bd252a12c8667083c7b8cea007fe96a907,5 Bank Stocks That Could Jump on 2012 M&A (Update 1),neutral,0,0,R7: Possible gains from hypothetical acquisitions.
4432adeb574c013783d68f514664478f056e5b5b,Stemline Therapeutics Added to Russell 3000(R) Index,positive,0,0,Confirmed index inclusion is a favourable listing milestone.
1e36f43eead5f251177260addb5e80b17799b4b9,Turquoise Hill Resources shares are trading higher after the company reported Q1 EPS results are up from last year and better-than-expected sales results.,positive,0,0,
7ac0c8d95894e366418a06d17fb3287639aea7f3,Must Watch Stocks for Today,neutral,0,0,
84123b2d3e470d9e4201c784b8ce5a8a9d742ed8,"Goldman Sachs Maintains Neutral on General Mills, Lowers PT to $59.00",negative,0,0,
200c89da043e185eabe853607730a107fa6f0ee2,"UPDATE: JP Morgan's Kolanovic Says 'High levels of equity exposure, currently in the ~90th historical percentile, indicate high market risk posed by a potential increase of market volatility'",negative,0,0,
4e3b6271e8563c929e1b23a9c024bc1a315de032,NextEra Unit Issues Debentures - Analyst Blog,neutral,0,0,
d6be74897c806d592936d69439053837248a8e95,"BZ NOTE: Bloomberg Reported, on Oct. 6, 2016, Qualcomm, NXP Semi Were 'Making Progress' on the Deal",neutral,0,0,"R7: Reported deal progress, without a completed or newly announced bid."
acbc77419ccd82bb936210a189c3b76b7302861f,Carl Icahn Readies Activist Battle Against AIG With Slate Of Director Nominees,neutral,0,1,Activist board challenge lacks an adverse cause or a clear shareholder-value outcome.
50cd631a67d4f16eb405361c65ae87e005c9d706,"RELM Wireless Announces Agreement with Fundamental Global Partners, LP",neutral,0,1,Agreement announced without its purpose or economic terms.
f893b16617e89a543240db92bb45d5d9c7f6b4d4,Deckers Outdoor Rising Into Earnings Date (DECK),neutral,0,0,
93c318956ee307257f92b1c69caab4111f1f641a,FireEye Option Alert: Oct 18 $14 Calls at the Ask: 500 @ $0.641 vs 30793 OI; Earnings 10/29 After Close [est] Ref=$13.8,neutral,0,0,
f4d024d6bc864953881476bdd845c6bb2e0c5358,"Credit Suisse Upgrades PGT, Inc. to Outperform",positive,0,0,
32c71925a3fcc7c5340e0a641c973329602164b4,Some traders have this press release framed in their office (or on their yachts) via ForexLive,unusable,0,0,Refers to an unidentified press release; no financial event can be read.
3c93f3b5af548d491df39eb92b048ce90b10e1de,Macquarie Downgrades MarketAxess Holdings To Underperform,negative,0,0,
