headline_id,label,mixed,hard,notes
96676c0232f8db88d997cb711d23002792ac6eae,positive,0,0,
59592cc28fc53d91164b8d3b2562ea53582a7f94,neutral,0,0,R3: Opening trade versus IPO price.
0e5ec3042271a31cf09da23e5e1641e03e73d7fb,positive,0,0,Q3 EPS clearly beats; FY ranges encompass estimates rather than asserting a miss.
4fc11909db7e078d1f0153941ae1cb63296ecd81,negative,0,0,
d4e4df3c386559571e24ac7d2154f7ff8f662e7b,neutral,0,0,R15a: Trial applications filed; no approval decision.
f069396f7a52f5d6a61b3838d05b8971466a4e26,negative,0,0,R14: Share offering is the news; price decline ignored.
3b55befbb3cbea31a0447b2da973eddfd45b0d9f,neutral,0,0,R5: Reaffirmed guidance without comparison.
e091ab7f60c7c8e4fbd86c54fd48bbbb11100a25,neutral,0,0,
7c845b1609d9df8fe83b52a47c64ae84797b9c01,neutral,0,0,
0be0865722c4a58ffb44912b3e9088c21fa3c6d6,neutral,0,0,R16: CEO reassurance without a concrete outcome.
affbe815838afbf2ee51d92e707d6af5bd51260d,neutral,0,0,
db185295c73acd119549fde9660b37036bbbabd8,neutral,0,0,
36bdad07145144c786d6e9934221d94e6e8b551c,positive,0,0,
f5db3bef020396588925547815f5cbb27574cdae,neutral,0,0,Investment-theme description without a directional conclusion.
dbc4fb0dcb00eddf488a3302a0725548a431b3df,positive,0,0,R5: Sales beat as written; unusually large figure retained without correction. EPS inline.
55298b92dc34dd386c2f52292db9e7602175d063,negative,0,0,
835b3b9b56a7cca289a1fcce544879b2352922ba,positive,0,0,R4: Explicit favourable analyst view of named equities.
3f0ead72ffa5883e4fcba090e843a62d8e90c2d8,positive,0,0,
fe06f1256ff8f10a82bb8aa59a828f7250ebd373,neutral,0,0,R15b: Blackhawk is the acquirer.
6ffdefd3b46a934ae0394c0e27562af2edd76404,positive,0,0,
4fa588a3770873811d798fdc44883d6c87fbd01a,neutral,0,0,R11: IPO ranking without an explicit direction.
bc096e05231258415c55ce9bb18c84456387f7a8,positive,0,0,
b968b5e6621ce58b37ed577b2dd78b5e39d4d815,neutral,0,0,R7: Speculative ticker comparison without asserted outcome.
e2eab157153d27692c1e4c33037b6edb6e1e69a0,neutral,0,0,
50b232ee6ce1e4032e41c0e5659b37ad4b12a829,neutral,0,1,Proposed restrictions gain support; affected equity and financial effect not specified.
0fde12174a1359dd0c869d6f518a8eec46dbf786,neutral,0,0,
56ab5e27589a47dfe807d53130c02b396f77a72d,neutral,0,0,
f7e9319277954477d8ed35a0f00ab2405a93f09e,positive,0,0,
1eb2c427b7fc0bb699a51969f3b73c37276f18c0,neutral,0,0,Holder in-kind distribution; no new issuance or operating outcome.
663065f9ef81c26f99c47380afb0b2e9ef79c94c,neutral,0,0,
52bdda23623447cf7e9d9896c3c98321346a85e9,neutral,0,1,"China Telecom is the adopting subject; no buyer benefit quantified or stated, though supplier gains adoption."
7a538fd3c5cd940847e629174462d746fe0770c1,negative,0,0,
43e56b61d13f7e25af9afc5b4c0987879b76a823,neutral,0,0,
78047ed3d4d19c33476336308a7bfb838059fdb8,positive,0,0,
5ebc2fd7c5782147c34351a3a04da27268b533ab,positive,0,0,
8a31591fed7e05f2321f485f3bb49f3535cbdd13,negative,0,0,
66489aaba208c305a6940c56b0ee5ac66abebddb,positive,0,0,
01201104de0db7577138d489c699a5c2c5307f1a,negative,0,0,Explicit implementation costs; no quantified savings named.
16bb1eecc9b3e636e5deef422e28478aa4b2c463,neutral,0,0,R15b: Huron is the acquirer.
94addd2c5b7fe6cd43d30838d085caa4dba8c837,positive,0,0,
ae5d2353dc1d24741f7821517fae3eb7218a8a8f,positive,0,0,
a492d597fc3f3adb0f3bdb91a217f9758b50cff9,positive,0,0,
0329feeafc05ec72a1cb24e5928fc47ed1d4a893,positive,0,0,New charter contract with concrete expected revenue.
06cb33f28d34931d08c015b9d6d6a5f2a0ab279b,neutral,0,0,
5f5f4bd9d88bfa149d223771ac50ef03bda00a24,positive,0,0,EPS and sales beat estimates; price move ignored.
fc8b7ee833ab804f2dba4c56c97259e2faf9e3f9,positive,0,0,
fab0ff62f542b29600ddcafb30f78562e3e678fd,positive,0,0,Results beat expectations; price gain ignored.
cd94c46e39c89d7eb4b898791b2bf702176ea253,neutral,0,0,
3b5f78bd3183a3d56df6cd5858f3aa849a45d907,neutral,0,0,
a4905399bffbd3f7e8382a284fdbfc85d9e1c2d3,negative,0,0,
b3fade402ee74bc0b7dac6184176b300d278175e,negative,0,0,
531a4d65033920880841c550194893d48d6fbe53,positive,0,0,
e680d827aa8c984346d8f32d2977c15b4377267e,neutral,0,0,
efb5cb1d33fd8597b8d2f6add1ee98d098e76a0c,neutral,0,1,Headline explicitly warns EPS may not be comparable; apparent miss is not reliable.
0dc7f92f8f03bf153db50f8cd66e379f3cfe74fd,positive,0,0,"Customer exercises extension, securing continued shipping business."
f9cfa82f1699b9bc5995d143f782e467c655c0cb,neutral,0,1,Aircraft additions imply capacity and expense; headline supplies no net value direction.
574b3bf6612962533c428c7fbaed98a729d49ebb,positive,0,0,R4: Reiterated Buy rating.
033662c442dccfe6d50946c33db66c2954039d98,neutral,0,0,
3307486a1cb462f5c6a09e9d97a4bfef3b9fa062,negative,0,0,R12: Mylan faces antitrust fines; appeal has not resolved them.
3b45089da4a0fcdf71e10bcd13033313bff8ffdd,neutral,0,0,
3d691e51467c19f993f9331781d1e2f075329eb0,neutral,0,0,
b54e4d8a312d7b0e6f7c217f81e7ebe34807a0a7,positive,0,0,
