headline_id,text
dc6d3f4a31a7a4ca5c580e8be93be3b55be72240,Option Alert: CVLT Aug16 42.5 Puts: 1100 @ ASK $1.55: 1100 traded vs 0 OI: Earnings 7/26 Before Open $45.11 Ref
a0064b323e86f51e329ff903dfbe709e01bba0f1,Noble Energy Up Less Than 2% After Being Allowed To Return To Gulf Of Mexico (NBL)
5584566cd254e15c0ebe4d5b74e2cd2b2e8e8d30,"Rexford Industrial Acquires Industrial Park For $24.1M, Sells Another Property For $10.9M"
1f5fce7c560d8643d242633d7eb82232cf86880d,Raytheon Awarded $106 Million for Aegis Radar Work
01ac2dafd3f60007527fd572d0eaed28a80a907d,Theravance Announces Plan to Separate Late-Stage Partnered Respiratory Assets From Biopharmaceutical Operations
dec5692a6721d673b9eb2cf1d9c3975971908d25,"Pluristem Therapeutics' CEO Letter to Shareholders: ""Current Data Suggest that Approx 20% of CLI patients will Die Within the first 6-12 Months"""
2b95d74600c756e9757017bc6cbc5881ee3c6fde,"IPO Mania Continues (YOKU, DANG, LEDS)"
ed6bce1bb5438def8720a1b373710af1a92e30ea,Top 4 Small-Cap Stocks In The Drug Manufacturers-Other Industry With The Highest Cash
a2cbb8f2a5908a161072390e26a2760b18329db9,More on the Fonterra announcement via ForexLive
167b93a8b36b9f17c5a0f00b7801c13d7274929d,Alaska Airlines Orders 50 Boeing Aircraft
a006ff42a1046ac97594136aaea43bc726949d84,Moody's Sets Ba3 Rating on Men's Wearhouse CFR; Outlook Stable
8db275db43dbbac96e61f043461476942e3fced1,"Going To University Makes No Economic Sense, New UK Study Says"
fad06692b8ab3ca1acdaa8158bb10fc1a68c3310,"BTIG Research Initiates Coverage on Pepsico, Inc. at Buy, Announces $108.00 PT"
bd90466d50e16e3f19f3dc3bb7210ce1a8b175b4,"Smith & Wesson Reports Q2 EPS $0.25 Vs Est $0.20, Sales $143.2M Vs Est $138.69M"
baff8820b875e2240ab98ec273f0886d5292057c,Whitestone REIT Completes Sale Of 3 Non-Core Legacy Properties In Houston For $10.3M
f3762311b2b43aa8f256bf8ac5e1064755849443,Pacific Crest Upgrades A10 Networks To Overweight
df0623b4d33941a32923faabe69ea2b34663eac7,Teekay LNG Partners Declares Distribution
faed8d32e133d1d7ec2908d32571e785ec9f7f70,"Lansing Management LP Buys Carvana Co, Roper Technologies Inc, Interactive Brokers Group Inc"
6858af82150acc322b4b0ea8d30483f07369a6c6,"Opus Bank Names Brian Fitzmaurice, Ed Padilla Vice Chairs"
473ccae12b47b8f005973f5b1f8f8d1e6cdee1fd,"Chipotle Mexican Grill Shares Fall 9% Premarket; Company Reported Friday that Recent e Coli Incident had Adverse Impact on Financial, Operating Results During Q4"
9ba9e3a4e71e9abf0cc17ba576bd1492e7241fab,"US Judge Strikes Down New York City's Responsible Banking Law as Unconstitutional, According to Court Filing -Reuters"
84c45d477ed117e559afc3d13eee76cfeb4f27a6,Pharmerica Corporation Sees FY2013 EPS $1.39-1.55 vs $1.32 Est
ea25ed0ab2db2c515c0854927819d804ec4bf306,KBR Receives Several Australian Infrastructure Contracts
315c4da69dbd0d2367863f37b88c532dccb149c9,CNBC's Meg Tirrell Tweets: 'Breaking: Shkreli to be arraigned 2pm today in Brooklyn'
8bf659dbe0a70514cc0ba07bbd351dbc1dfd41f1,"Benzinga Pro Morning Price Check For Sector ETFs: Retail ETF (XRT) Down 0.3%, Staples (VDC) Down 0.2%, Industrials (VIS) Up 0.2%, Financials (XLF) Up 0.4%, Tech (XLK) Down 0.7%, Energy (XLE) Down 0.9%, Utilities (VPU) Down 0.1%"
ff1a0f27d7eb2cbb3d55d04d4bc2c66517fecaaf,Arrowhead Pharmaceuticals shares are trading higher on seemingly no company specific news.
1a4c597c3ca1361bd459e4178a7db1c49115ae5c,Natural Gas Services Reports Q4 EPS $0.26 vs $0.16 Est; Revenue $25.8M vs $20.22M Est
4ee0b2cc9794af4f3e41cf2ee998d01b2e0ad910,The Monopoly Debate Rages on Between Cellular Giants
a29ff0d5f5755833f64352644c0bc27bb496e0f2,Wunderlich Reiterates Buy Rating On Approach Resources
6b3f3400ab0ef69fbf32049632b9a30e003714b8,Todd Gordon's Ulta Beauty Options Trade
d51f53db3b7bd95d7fdd893406f9f8252b3112f4,Kratos Receives $3.0 Million in Contract Awards for Educational Facility Security System Deployments
8a3e713890df4f681a2a46a7253ed7fd98f47995,"Affimed Reports Q4 EPS €(0.16) vs €(0.19) in Same Qtr. Last Year, Sales €1.4M"
72cdc580e9446f472dd2c5d51ffd67b022c7162d,CALX To Generate Solid Top-Line Growth
fa9b1c46f9bd34dcf7ddf95d8ea9a8545c3efeb8,Spanish Economy Monister Tells German Papper That Spain Will Be Liable for Paying Loans Back; There Will Not Be Slightest Loss for Creditors -Reuters
935e14e937c963e8333586007a4336ca4131f0c0,"UPDATE: O2Micro Cites 'weaker than anticipated sales by our major customers in TV and Monitors. Due to the market conditions, these customers are also maintaining lower than normal inventories.'"
a2f30435df458f3feef0d0a74e3019a947106611,"Greece Decision Delayed, Euro Suffers"
b570749731ed7485b52919e5990c5573eb639bc2,Delek US and Delek Logistics Reports CFO Assi Ginzburg To Resign
d62bc3ddd434908562b28c86659fcb2fc4afd288,Markel Reports FY17 EPS $25.81 vs $31.27 In FY16
5b0a035bd170cd2d39b8468180a8d2cf55138eb6,"RBC Capital Upgrades CenterPoint Energy, Inc (Holding Co) to Outperform"
ead347ad4af5fb6ab4cfb548325786bb019c99b6,"Stocks Which Set New 52-Week Low Yesterday, Thurs., Nov. 8, 2018"
cddd9b6b953a8472e5d3da0bb56c77c7ac5ece20,Small Cap Rally in Peril: Safer Alternatives
de7512c7c3c2b2569327d1f9d4d0dd15d244f4b9,"Vulcan Materials Company Q3 EPS $1.34 Misses $1.45 Estimate, Sales $1.24B Beat $1.23B Estimate"
1d5ccf1e52fd78e8c36b17761043d55eec3e2cc3,Amazon Fresh Grocery Delivery Service Now Free For Prime Members
7c4dd8cba9f2803e550012379c9b07b1236c1c32,Pay Attention to These Small-Cap ETFs
17ca926e33f13c9f744b5220e516a98faab41cf5,"What's The Volcker Rule, And Why Are Banks Celebrating The Fed's Proposed Changes?"
7c5ab07bf2e84998a97369e7806d14f2f44e8f3a,"Goldman Sachs Initiates Coverage On Alaska Air Group with Buy Rating, Announces $81 Price Target"
3ed4da98863ecc41004aae36b412bafc8042e2ef,"FBR Capital Maintains Buy on Marvell Technology Group Ltd., Raises PT to $14.00"
5ac09006a14d04a1cbce1d55b918faca89db7186,Korn Ferry CEO Burnison: 'First and Foremost We Want to Invest in the Business'
aef542e80a33cc12a440ab0a91c5ae96356b6554,"Alliqua Q2 EPS -$0.39 vs -$0.41 Est, Revenue $1.037M vs 980K Est"
5eaeaf00389e1e526bbc1427eddbeb5fae6a5f49,Calls Purchased on Valley National Bancorp (VLY)
f73dc0f5063bbe89929be37e7d9cf6d02833cc03,Hearing that Facebook Earned Revenues of $1.6B in First Half 2011; Net income of $500M
219f767c5fbe2dd7f54ccfd544d00386dce05173,"Central European Media Enterprises Expecting FY13 Sales $750-770M, OIBDA $100-120M"
bd059656afcb96e02eb5ec52d1006fb8b1635391,"Cowen Call Zendesk Their Top SMID Pick, Says They Believe New Momentum Is Likely To Drive More Upside To Results And A 'Better Narrative' On The Stock"
bf3b2c9f308cbb77dbdd662b79abead1097e6248,"Verizon CFO Shammon at Deutsche Bank Show: Not Thinking About Vodafone Deal, Credit Rating, Co. Always Been Interested in Owning All of Wireless"
54b3703a59611ddde6e338e34d847519f43260ea,Craig A. Drill Reports 6.46% Passive Stake in Neothetics in 13G
31f29a48ac441da38db03763a5f4befea4a8486d,Pfizer Says Plans to Decide by End of Year on Potential Company Split
599bffbb38d21546f871bc81d424d18cfe4f1e21,'Tumultuous Times In Tobacco' Prompt Altria Downgrade
4c3dc0b8161f3cacfc69428bfee90e0840962420,'Mad Money Lightning Round': Get into Freeport-McMoRan
f1dec8e7cc6b26ec3b8bf0a8748655d5e16c4a75,How To Replace Stodgy Mutual Funds With ETFs
0428001e84113fb6eeb0c8c19a8871756d01d303,"GW Pharmaceuticals Reports EPIDIOLEX Oral Solution, A Cannabinoid Medicine, Is Now Available By Prescription In US"
22835c305d7ce96d2fdb1ea123e24c2acd1f7ce4,SIRIUS XM Rocks in the New Year With Live Concerts Across Multiple Music Channels
efaf237d20e12fe8373053594d6c2932ead08b23,"AbbVie Exec Speaking At JP Morgan Healthcare Conference Says Sees Non-Humira Sales Growing To $35B+ In 2025, Sees Mavyret Remaining A Strong Source Of Cash Flow Over Long-Term"
369e0ca6e1c6e361aed89f21ffa24f1f75eb6c9e,DISH Customers in 36 Markets Blocked by Raycom Media from Access to Local Channels
00716dcc990f68723727c1224db8ac2634b14fe8,Chesapeake Energy Reaches $6.00 For First Time In A Month
3eb30c73f7aec8f7763037603f682e74bdfdd0b3,"Citigroup Maintains Coopers at Neutral, Raises PT from $85 to $92"
c3f171e47b7835eb06fc398b5f7299e612465941,Alan Knuckman's Bullish JC Penney Trade
2ee0876e6cf37e8c1f4ee4bccbd114fd47d99db1,Airbus Announces 400 New Jobs; Will Build The A220 In Mobile
4e3717434d44f6fc38a5b91032ff78fad17b3abe,"Flat Subscription Rate, Custom Algorithms And Mobile Plans: Meet iFlip"
74f3159de59aca1c0ad045e39086b8a7e3713507,Janney Capital Initiates Coverage On Park National with Neutral Rating
8a4e411240c142b5c55615a1225ad65100371340,MiMedx Announces Productive Meeting With FDA
7fa78d1283e8fb95de654b2c9b144b126c697b9b,Opus Bank Reports Q1 EPS $0.51 vs. Est. $0.58
ef41bf8349bcb0a8138053377dc93d19be9cdc8c,GoPro Q1'16 Earnings Conference Call: Full Transcript
2541ed378d864a8c4472466a36c45449e940e22b,Acacia Subsidiary Acquires Memory Circuit and Packaging Patents from a Major Technology Company
550208bd252a12c8667083c7b8cea007fe96a907,5 Bank Stocks That Could Jump on 2012 M&A (Update 1)
4432adeb574c013783d68f514664478f056e5b5b,Stemline Therapeutics Added to Russell 3000(R) Index
1e36f43eead5f251177260addb5e80b17799b4b9,Turquoise Hill Resources shares are trading higher after the company reported Q1 EPS results are up from last year and better-than-expected sales results.
7ac0c8d95894e366418a06d17fb3287639aea7f3,Must Watch Stocks for Today
a0d5e734d115582a172daacd008affd02afb721d,7 Best Cars For The Snow
84123b2d3e470d9e4201c784b8ce5a8a9d742ed8,"Goldman Sachs Maintains Neutral on General Mills, Lowers PT to $59.00"
